"","year","stand","trap","species","filledseeds","emptyseeds","cones","conefilledseeds","coneemptyseeds","totconeseeds"
"3542",2010,"AR07",4,"THPL",0,0,0,NA,NA,0
"3543",2010,"AR07",4,"TSHE",0,0,0,NA,NA,0
"3544",2010,"AR07",4,"TSME",21,0,0,NA,NA,0
"3545",2010,"AR07",5,"ABAM",1,1,0,NA,NA,0
"3546",2010,"AR07",5,"ABGR",0,0,0,NA,NA,0
"3547",2010,"AR07",5,"ABLA",0,0,0,NA,NA,0
"3548",2010,"AR07",5,"ABPR",0,1,0,NA,NA,0
"3549",2010,"AR07",5,"ACGL",0,0,0,NA,NA,0
"3550",2010,"AR07",5,"ALRU",0,0,0,NA,NA,0
"3551",2010,"AR07",5,"CANO",6,0,0,NA,NA,0
"3552",2010,"AR07",5,"PICO",0,0,0,NA,NA,0
"3553",2010,"AR07",5,"PIEN",0,0,0,NA,NA,0
"3554",2010,"AR07",5,"PIMO",0,0,0,NA,NA,0
"3555",2010,"AR07",5,"PISI",0,0,0,NA,NA,0
"3556",2010,"AR07",5,"PSME",0,0,0,NA,NA,0
"3557",2010,"AR07",5,"TABR",0,0,0,NA,NA,0
"3558",2010,"AR07",5,"THPL",0,0,0,NA,NA,0
"3559",2010,"AR07",5,"TSHE",2,0,0,NA,NA,0
"3560",2010,"AR07",5,"TSME",38,1,1,NA,NA,18
"3561",2010,"AR07",6,"ABAM",0,0,0,NA,NA,0
"3562",2010,"AR07",6,"ABGR",0,0,0,NA,NA,0
"3563",2010,"AR07",6,"ABLA",0,0,0,NA,NA,0
"3564",2010,"AR07",6,"ABPR",0,0,0,NA,NA,0
"3565",2010,"AR07",6,"ACGL",0,0,0,NA,NA,0
"3566",2010,"AR07",6,"ALRU",0,0,0,NA,NA,0
"3567",2010,"AR07",6,"CANO",4,0,0,NA,NA,0
"3568",2010,"AR07",6,"PICO",0,0,0,NA,NA,0
"3569",2010,"AR07",6,"PIEN",0,0,0,NA,NA,0
"3570",2010,"AR07",6,"PIMO",0,0,0,NA,NA,0
"3571",2010,"AR07",6,"PISI",0,0,0,NA,NA,0
"3572",2010,"AR07",6,"PSME",0,0,0,NA,NA,0
"3573",2010,"AR07",6,"TABR",0,0,0,NA,NA,0
"3574",2010,"AR07",6,"THPL",0,0,0,NA,NA,0
"3575",2010,"AR07",6,"TSHE",3,0,0,NA,NA,0
"3576",2010,"AR07",6,"TSME",27,0,1,NA,NA,0
"3577",2010,"AV02",1,"ABAM",9,0,0,NA,NA,0
"3578",2010,"AV02",1,"ABGR",0,0,0,NA,NA,0
"3579",2010,"AV02",1,"ABLA",0,0,0,NA,NA,0
"3580",2010,"AV02",1,"ABPR",0,1,0,NA,NA,0
"3581",2010,"AV02",1,"ACGL",0,0,0,NA,NA,0
"3582",2010,"AV02",1,"ALRU",0,0,0,NA,NA,0
"3583",2010,"AV02",1,"CANO",0,0,0,NA,NA,0
"3584",2010,"AV02",1,"PICO",0,0,0,NA,NA,0
"3585",2010,"AV02",1,"PIEN",0,0,0,NA,NA,0
"3586",2010,"AV02",1,"PIMO",0,0,0,NA,NA,0
"3587",2010,"AV02",1,"PISI",0,0,0,NA,NA,0
"3588",2010,"AV02",1,"PSME",0,0,0,NA,NA,0
"3589",2010,"AV02",1,"TABR",0,0,0,NA,NA,0
"3590",2010,"AV02",1,"THPL",0,0,0,NA,NA,0
"3591",2010,"AV02",1,"TSHE",145,245,22,NA,NA,13
"3592",2010,"AV02",1,"TSME",0,0,0,NA,NA,0
"3593",2010,"AV02",2,"ABAM",27,4,0,NA,NA,0
"3594",2010,"AV02",2,"ABGR",0,0,0,NA,NA,0
"3595",2010,"AV02",2,"ABLA",0,0,0,NA,NA,0
"3596",2010,"AV02",2,"ABPR",0,0,0,NA,NA,0
"3597",2010,"AV02",2,"ACGL",0,0,0,NA,NA,0
"3598",2010,"AV02",2,"ALRU",0,0,0,NA,NA,0
"3599",2010,"AV02",2,"CANO",0,0,0,NA,NA,0
"3600",2010,"AV02",2,"PICO",0,0,0,NA,NA,0
"3601",2010,"AV02",2,"PIEN",0,0,0,NA,NA,0
"3602",2010,"AV02",2,"PIMO",0,0,0,NA,NA,0
"3603",2010,"AV02",2,"PISI",0,0,0,NA,NA,0
"3604",2010,"AV02",2,"PSME",1,0,0,NA,NA,0
"3605",2010,"AV02",2,"TABR",0,0,0,NA,NA,0
"3606",2010,"AV02",2,"THPL",1,0,0,NA,NA,0
"3607",2010,"AV02",2,"TSHE",232,142,9,NA,NA,6
"3608",2010,"AV02",2,"TSME",0,0,0,NA,NA,0
"3609",2010,"AV02",3,"ABAM",14,5,0,NA,NA,0
"3610",2010,"AV02",3,"ABGR",0,0,0,NA,NA,0
"3611",2010,"AV02",3,"ABLA",0,0,0,NA,NA,0
"3612",2010,"AV02",3,"ABPR",0,0,0,NA,NA,0
"3613",2010,"AV02",3,"ACGL",0,0,0,NA,NA,0
"3614",2010,"AV02",3,"ALRU",0,0,0,NA,NA,0
"3615",2010,"AV02",3,"CANO",0,0,0,NA,NA,0
"3616",2010,"AV02",3,"PICO",0,0,0,NA,NA,0
"3617",2010,"AV02",3,"PIEN",0,0,0,NA,NA,0
"3618",2010,"AV02",3,"PIMO",0,0,0,NA,NA,0
"3619",2010,"AV02",3,"PISI",0,0,0,NA,NA,0
"3620",2010,"AV02",3,"PSME",1,0,0,NA,NA,0
"3621",2010,"AV02",3,"TABR",0,0,0,NA,NA,0
"3622",2010,"AV02",3,"THPL",1,0,0,NA,NA,0
"3623",2010,"AV02",3,"TSHE",103,322,12,NA,NA,1
"3624",2010,"AV02",3,"TSME",0,0,0,NA,NA,0
"3625",2010,"AV02",4,"ABAM",16,7,0,NA,NA,0
"3626",2010,"AV02",4,"ABGR",0,0,0,NA,NA,0
"3627",2010,"AV02",4,"ABLA",0,0,0,NA,NA,0
"3628",2010,"AV02",4,"ABPR",0,0,0,NA,NA,0
"3629",2010,"AV02",4,"ACGL",0,0,0,NA,NA,0
"3630",2010,"AV02",4,"ALRU",0,0,0,NA,NA,0
"3631",2010,"AV02",4,"CANO",0,0,0,NA,NA,0
"3632",2010,"AV02",4,"PICO",0,0,0,NA,NA,0
"3633",2010,"AV02",4,"PIEN",0,0,0,NA,NA,0
"3634",2010,"AV02",4,"PIMO",0,0,0,NA,NA,0
"3635",2010,"AV02",4,"PISI",0,0,0,NA,NA,0
"3636",2010,"AV02",4,"PSME",2,0,0,NA,NA,0
"3637",2010,"AV02",4,"TABR",0,0,0,NA,NA,0
"3638",2010,"AV02",4,"THPL",1,0,0,NA,NA,0
"3639",2010,"AV02",4,"TSHE",63,343,13,NA,NA,5
"3640",2010,"AV02",4,"TSME",0,0,0,NA,NA,0
"3641",2010,"AV02",5,"ABAM",41,14,0,NA,NA,0
"3642",2010,"AV02",5,"ABGR",0,0,0,NA,NA,0
"3643",2010,"AV02",5,"ABLA",0,0,0,NA,NA,0
"3644",2010,"AV02",5,"ABPR",1,4,0,NA,NA,0
"3645",2010,"AV02",5,"ACGL",0,0,0,NA,NA,0
"3646",2010,"AV02",5,"ALRU",0,0,0,NA,NA,0
"3647",2010,"AV02",5,"CANO",0,0,0,NA,NA,0
"3648",2010,"AV02",5,"PICO",0,0,0,NA,NA,0
"3649",2010,"AV02",5,"PIEN",0,0,0,NA,NA,0
"3650",2010,"AV02",5,"PIMO",0,0,0,NA,NA,0
"3651",2010,"AV02",5,"PISI",0,0,0,NA,NA,0
"3652",2010,"AV02",5,"PSME",3,2,0,NA,NA,0
"3653",2010,"AV02",5,"TABR",0,0,0,NA,NA,0
"3654",2010,"AV02",5,"THPL",2,0,0,NA,NA,0
"3655",2010,"AV02",5,"TSHE",167,368,8,NA,NA,12
"3656",2010,"AV02",5,"TSME",0,0,0,NA,NA,0
"3657",2010,"AV02",6,"ABAM",41,9,0,NA,NA,0
"3658",2010,"AV02",6,"ABGR",0,0,0,NA,NA,0
"3659",2010,"AV02",6,"ABLA",0,0,0,NA,NA,0
"3660",2010,"AV02",6,"ABPR",5,1,0,NA,NA,0
"3661",2010,"AV02",6,"ACGL",0,0,0,NA,NA,0
"3662",2010,"AV02",6,"ALRU",0,0,0,NA,NA,0
"3663",2010,"AV02",6,"CANO",0,0,0,NA,NA,0
"3664",2010,"AV02",6,"PICO",0,0,0,NA,NA,0
"3665",2010,"AV02",6,"PIEN",0,0,0,NA,NA,0
"3666",2010,"AV02",6,"PIMO",0,0,0,NA,NA,0
"3667",2010,"AV02",6,"PISI",0,0,0,NA,NA,0
"3668",2010,"AV02",6,"PSME",0,0,0,NA,NA,0
"3669",2010,"AV02",6,"TABR",0,0,0,NA,NA,0
"3670",2010,"AV02",6,"THPL",3,0,0,NA,NA,0
"3671",2010,"AV02",6,"TSHE",183,255,5,NA,NA,2
"3672",2010,"AV02",6,"TSME",0,0,0,NA,NA,0
"3673",2010,"AV06",1,"ABAM",9,6,0,NA,NA,0
"3674",2010,"AV06",1,"ABGR",0,0,0,NA,NA,0
"3675",2010,"AV06",1,"ABLA",0,0,0,NA,NA,0
"3676",2010,"AV06",1,"ABPR",0,0,0,NA,NA,0
"3677",2010,"AV06",1,"ACGL",0,0,0,NA,NA,0
"3678",2010,"AV06",1,"ALRU",0,0,0,NA,NA,0
"3679",2010,"AV06",1,"CANO",0,0,0,NA,NA,0
"3680",2010,"AV06",1,"PICO",0,0,0,NA,NA,0
"3681",2010,"AV06",1,"PIEN",0,0,0,NA,NA,0
"3682",2010,"AV06",1,"PIMO",0,0,0,NA,NA,0
"3683",2010,"AV06",1,"PISI",0,0,0,NA,NA,0
"3684",2010,"AV06",1,"PSME",0,1,0,NA,NA,0
"3685",2010,"AV06",1,"TABR",0,0,0,NA,NA,0
"3686",2010,"AV06",1,"THPL",5,0,0,NA,NA,0
"3687",2010,"AV06",1,"TSHE",165,52,7,NA,NA,3
"3688",2010,"AV06",1,"TSME",0,0,0,NA,NA,0
"3689",2010,"AV06",2,"ABAM",16,1,0,NA,NA,0
"3690",2010,"AV06",2,"ABGR",0,0,0,NA,NA,0
"3691",2010,"AV06",2,"ABLA",0,0,0,NA,NA,0
"3692",2010,"AV06",2,"ABPR",0,0,0,NA,NA,0
"3693",2010,"AV06",2,"ACGL",0,0,0,NA,NA,0
"3694",2010,"AV06",2,"ALRU",0,0,0,NA,NA,0
"3695",2010,"AV06",2,"CANO",0,0,0,NA,NA,0
"3696",2010,"AV06",2,"PICO",0,0,0,NA,NA,0
"3697",2010,"AV06",2,"PIEN",0,0,0,NA,NA,0
"3698",2010,"AV06",2,"PIMO",0,0,0,NA,NA,0
"3699",2010,"AV06",2,"PISI",0,0,0,NA,NA,0
"3700",2010,"AV06",2,"PSME",0,0,0,NA,NA,0
"3701",2010,"AV06",2,"TABR",0,0,0,NA,NA,0
"3702",2010,"AV06",2,"THPL",3,0,0,NA,NA,0
"3703",2010,"AV06",2,"TSHE",243,74,19,NA,NA,10
"3704",2010,"AV06",2,"TSME",0,0,0,NA,NA,0
"3705",2010,"AV06",3,"ABAM",9,0,0,NA,NA,0
"3706",2010,"AV06",3,"ABGR",0,0,0,NA,NA,0
"3707",2010,"AV06",3,"ABLA",0,0,0,NA,NA,0
"3708",2010,"AV06",3,"ABPR",0,0,0,NA,NA,0
"3709",2010,"AV06",3,"ACGL",0,0,0,NA,NA,0
"3710",2010,"AV06",3,"ALRU",0,0,0,NA,NA,0
"3711",2010,"AV06",3,"CANO",0,0,0,NA,NA,0
"3712",2010,"AV06",3,"PICO",0,0,0,NA,NA,0
"3713",2010,"AV06",3,"PIEN",0,0,0,NA,NA,0
"3714",2010,"AV06",3,"PIMO",0,0,0,NA,NA,0
"3715",2010,"AV06",3,"PISI",0,0,0,NA,NA,0
"3716",2010,"AV06",3,"PSME",0,0,0,NA,NA,0
"3717",2010,"AV06",3,"TABR",0,0,0,NA,NA,0
"3718",2010,"AV06",3,"THPL",9,0,0,NA,NA,0
"3719",2010,"AV06",3,"TSHE",258,15,16,NA,NA,9
"3720",2010,"AV06",3,"TSME",0,0,0,NA,NA,0
"3721",2010,"AV06",4,"ABAM",18,4,0,NA,NA,0
"3722",2010,"AV06",4,"ABGR",0,0,0,NA,NA,0
"3723",2010,"AV06",4,"ABLA",0,0,0,NA,NA,0
"3724",2010,"AV06",4,"ABPR",0,0,0,NA,NA,0
"3725",2010,"AV06",4,"ACGL",0,0,0,NA,NA,0
"3726",2010,"AV06",4,"ALRU",0,0,0,NA,NA,0
"3727",2010,"AV06",4,"CANO",0,0,0,NA,NA,0
"3728",2010,"AV06",4,"PICO",0,0,0,NA,NA,0
"3729",2010,"AV06",4,"PIEN",0,0,0,NA,NA,0
"3730",2010,"AV06",4,"PIMO",0,0,0,NA,NA,0
"3731",2010,"AV06",4,"PISI",0,0,0,NA,NA,0
"3732",2010,"AV06",4,"PSME",1,0,0,NA,NA,0
"3733",2010,"AV06",4,"TABR",0,0,0,NA,NA,0
"3734",2010,"AV06",4,"THPL",8,0,1,NA,NA,0
"3735",2010,"AV06",4,"TSHE",182,20,18,NA,NA,0
"3736",2010,"AV06",4,"TSME",0,0,0,NA,NA,0
"3737",2010,"AV06",5,"ABAM",14,5,0,NA,NA,0
"3738",2010,"AV06",5,"ABGR",2,0,0,NA,NA,0
"3739",2010,"AV06",5,"ABLA",0,0,0,NA,NA,0
"3740",2010,"AV06",5,"ABPR",1,0,0,NA,NA,0
"3741",2010,"AV06",5,"ACGL",0,0,0,NA,NA,0
"3742",2010,"AV06",5,"ALRU",0,0,0,NA,NA,0
"3743",2010,"AV06",5,"CANO",0,0,0,NA,NA,0
"3744",2010,"AV06",5,"PICO",0,0,0,NA,NA,0
"3745",2010,"AV06",5,"PIEN",0,0,0,NA,NA,0
"3746",2010,"AV06",5,"PIMO",0,0,0,NA,NA,0
"3747",2010,"AV06",5,"PISI",0,0,0,NA,NA,0
"3748",2010,"AV06",5,"PSME",0,0,0,NA,NA,0
"3749",2010,"AV06",5,"TABR",0,0,0,NA,NA,0
"3750",2010,"AV06",5,"THPL",8,0,0,NA,NA,0
"3751",2010,"AV06",5,"TSHE",148,39,0,NA,NA,0
"3752",2010,"AV06",5,"TSME",0,0,0,NA,NA,0
"3753",2010,"AV06",6,"ABAM",25,3,0,NA,NA,0
"3754",2010,"AV06",6,"ABGR",0,0,0,NA,NA,0
"3755",2010,"AV06",6,"ABLA",0,0,0,NA,NA,0
"3756",2010,"AV06",6,"ABPR",1,0,0,NA,NA,0
"3757",2010,"AV06",6,"ACGL",0,0,0,NA,NA,0
"3758",2010,"AV06",6,"ALRU",0,0,0,NA,NA,0
"3759",2010,"AV06",6,"CANO",0,0,0,NA,NA,0
"3760",2010,"AV06",6,"PICO",0,0,0,NA,NA,0
"3761",2010,"AV06",6,"PIEN",0,0,0,NA,NA,0
"3762",2010,"AV06",6,"PIMO",0,0,0,NA,NA,0
"3763",2010,"AV06",6,"PISI",0,0,0,NA,NA,0
"3764",2010,"AV06",6,"PSME",1,0,0,NA,NA,0
"3765",2010,"AV06",6,"TABR",0,0,0,NA,NA,0
"3766",2010,"AV06",6,"THPL",2,0,0,NA,NA,0
"3767",2010,"AV06",6,"TSHE",43,25,0,NA,NA,0
"3768",2010,"AV06",6,"TSME",0,0,0,NA,NA,0
"3769",2010,"AV14",1,"ABAM",15,12,0,NA,NA,0
"3770",2010,"AV14",1,"ABGR",0,0,0,NA,NA,0
"3771",2010,"AV14",1,"ABLA",0,0,0,NA,NA,0
"3772",2010,"AV14",1,"ABPR",1,1,0,NA,NA,0
"3773",2010,"AV14",1,"ACGL",0,0,0,NA,NA,0
"3774",2010,"AV14",1,"ALRU",0,0,0,NA,NA,0
"3775",2010,"AV14",1,"CANO",0,0,0,NA,NA,0
"3776",2010,"AV14",1,"PICO",0,0,0,NA,NA,0
"3777",2010,"AV14",1,"PIEN",0,0,0,NA,NA,0
"3778",2010,"AV14",1,"PIMO",0,0,0,NA,NA,0
"3779",2010,"AV14",1,"PISI",0,0,0,NA,NA,0
"3780",2010,"AV14",1,"PSME",1,0,0,NA,NA,0
"3781",2010,"AV14",1,"TABR",0,0,0,NA,NA,0
"3782",2010,"AV14",1,"THPL",1,0,0,NA,NA,0
"3783",2010,"AV14",1,"TSHE",161,106,7,NA,NA,2
"3784",2010,"AV14",1,"TSME",0,0,0,NA,NA,0
"3785",2010,"AV14",2,"ABAM",31,13,0,NA,NA,0
"3786",2010,"AV14",2,"ABGR",0,0,0,NA,NA,0
"3787",2010,"AV14",2,"ABLA",0,1,0,NA,NA,0
"3788",2010,"AV14",2,"ABPR",0,1,0,NA,NA,0
"3789",2010,"AV14",2,"ACGL",0,0,0,NA,NA,0
"3790",2010,"AV14",2,"ALRU",0,0,0,NA,NA,0
"3791",2010,"AV14",2,"CANO",0,0,0,NA,NA,0
"3792",2010,"AV14",2,"PICO",0,0,0,NA,NA,0
"3793",2010,"AV14",2,"PIEN",0,0,0,NA,NA,0
"3794",2010,"AV14",2,"PIMO",0,0,0,NA,NA,0
"3795",2010,"AV14",2,"PISI",0,0,0,NA,NA,0
"3796",2010,"AV14",2,"PSME",0,0,0,NA,NA,0
"3797",2010,"AV14",2,"TABR",0,0,0,NA,NA,0
"3798",2010,"AV14",2,"THPL",0,1,0,NA,NA,0
"3799",2010,"AV14",2,"TSHE",249,122,20,NA,NA,10
"3800",2010,"AV14",2,"TSME",0,0,0,NA,NA,0
"3801",2010,"AV14",3,"ABAM",17,6,0,NA,NA,0
"3802",2010,"AV14",3,"ABGR",0,0,0,NA,NA,0
"3803",2010,"AV14",3,"ABLA",0,0,0,NA,NA,0
"3804",2010,"AV14",3,"ABPR",0,0,0,NA,NA,0
"3805",2010,"AV14",3,"ACGL",0,0,0,NA,NA,0
"3806",2010,"AV14",3,"ALRU",0,0,0,NA,NA,0
"3807",2010,"AV14",3,"CANO",0,0,0,NA,NA,0
"3808",2010,"AV14",3,"PICO",0,0,0,NA,NA,0
"3809",2010,"AV14",3,"PIEN",0,0,0,NA,NA,0
"3810",2010,"AV14",3,"PIMO",0,0,0,NA,NA,0
"3811",2010,"AV14",3,"PISI",0,0,0,NA,NA,0
"3812",2010,"AV14",3,"PSME",0,0,0,NA,NA,0
"3813",2010,"AV14",3,"TABR",0,0,0,NA,NA,0
"3814",2010,"AV14",3,"THPL",0,1,0,NA,NA,0
"3815",2010,"AV14",3,"TSHE",267,78,50,NA,NA,23
"3816",2010,"AV14",3,"TSME",0,0,0,NA,NA,0
"3817",2010,"AV14",4,"ABAM",14,3,0,NA,NA,0
"3818",2010,"AV14",4,"ABGR",0,0,0,NA,NA,0
"3819",2010,"AV14",4,"ABLA",0,0,0,NA,NA,0
"3820",2010,"AV14",4,"ABPR",0,1,0,NA,NA,0
"3821",2010,"AV14",4,"ACGL",0,0,0,NA,NA,0
"3822",2010,"AV14",4,"ALRU",0,0,0,NA,NA,0
"3823",2010,"AV14",4,"CANO",0,0,0,NA,NA,0
"3824",2010,"AV14",4,"PICO",0,0,0,NA,NA,0
"3825",2010,"AV14",4,"PIEN",0,0,0,NA,NA,0
"3826",2010,"AV14",4,"PIMO",0,0,0,NA,NA,0
"3827",2010,"AV14",4,"PISI",0,0,0,NA,NA,0
"3828",2010,"AV14",4,"PSME",1,0,0,NA,NA,0
"3829",2010,"AV14",4,"TABR",0,0,0,NA,NA,0
"3830",2010,"AV14",4,"THPL",0,0,0,NA,NA,0
"3831",2010,"AV14",4,"TSHE",232,93,31,NA,NA,28
"3832",2010,"AV14",4,"TSME",0,0,0,NA,NA,0
"3833",2010,"AV14",5,"ABAM",16,7,0,NA,NA,0
"3834",2010,"AV14",5,"ABGR",0,0,0,NA,NA,0
"3835",2010,"AV14",5,"ABLA",0,0,0,NA,NA,0
"3836",2010,"AV14",5,"ABPR",0,0,0,NA,NA,0
"3837",2010,"AV14",5,"ACGL",0,0,0,NA,NA,0
"3838",2010,"AV14",5,"ALRU",0,0,0,NA,NA,0
"3839",2010,"AV14",5,"CANO",0,0,0,NA,NA,0
"3840",2010,"AV14",5,"PICO",0,0,0,NA,NA,0
"3841",2010,"AV14",5,"PIEN",0,0,0,NA,NA,0
"3842",2010,"AV14",5,"PIMO",0,0,0,NA,NA,0
"3843",2010,"AV14",5,"PISI",0,0,0,NA,NA,0
"3844",2010,"AV14",5,"PSME",0,0,0,NA,NA,0
"3845",2010,"AV14",5,"TABR",0,0,0,NA,NA,0
"3846",2010,"AV14",5,"THPL",0,0,0,NA,NA,0
"3847",2010,"AV14",5,"TSHE",267,106,67,NA,NA,14
"3848",2010,"AV14",5,"TSME",0,0,0,NA,NA,0
"3849",2010,"AV14",6,"ABAM",13,7,0,NA,NA,0
"3850",2010,"AV14",6,"ABGR",0,0,0,NA,NA,0
"3851",2010,"AV14",6,"ABLA",0,0,0,NA,NA,0
"3852",2010,"AV14",6,"ABPR",2,1,0,NA,NA,0
"3853",2010,"AV14",6,"ACGL",0,0,0,NA,NA,0
"3854",2010,"AV14",6,"ALRU",0,0,0,NA,NA,0
"3855",2010,"AV14",6,"CANO",0,0,0,NA,NA,0
"3856",2010,"AV14",6,"PICO",0,0,0,NA,NA,0
"3857",2010,"AV14",6,"PIEN",0,0,0,NA,NA,0
"3858",2010,"AV14",6,"PIMO",0,0,0,NA,NA,0
"3859",2010,"AV14",6,"PISI",0,0,0,NA,NA,0
"3860",2010,"AV14",6,"PSME",3,0,0,NA,NA,0
"3861",2010,"AV14",6,"TABR",0,0,0,NA,NA,0
"3862",2010,"AV14",6,"THPL",0,0,0,NA,NA,0
"3863",2010,"AV14",6,"TSHE",368,31,37,NA,NA,27
"3864",2010,"AV14",6,"TSME",0,0,0,NA,NA,0
"3865",2010,"AX15",1,"ABAM",0,0,0,NA,NA,0
"3866",2010,"AX15",1,"ABGR",0,0,0,NA,NA,0
"3867",2010,"AX15",1,"ABLA",0,0,0,NA,NA,0
"3868",2010,"AX15",1,"ABPR",0,0,0,NA,NA,0
"3869",2010,"AX15",1,"ACGL",0,0,0,NA,NA,0
"3870",2010,"AX15",1,"ALRU",0,0,0,NA,NA,0
"3871",2010,"AX15",1,"CANO",0,0,0,NA,NA,0
"3872",2010,"AX15",1,"PICO",0,0,0,NA,NA,0
"3873",2010,"AX15",1,"PIEN",0,0,0,NA,NA,0
"3874",2010,"AX15",1,"PIMO",0,0,0,NA,NA,0
"3875",2010,"AX15",1,"PISI",0,0,0,NA,NA,0
"3876",2010,"AX15",1,"PSME",0,0,0,NA,NA,0
"3877",2010,"AX15",1,"TABR",0,0,0,NA,NA,0
"3878",2010,"AX15",1,"THPL",9,1,1,NA,NA,0
"3879",2010,"AX15",1,"TSHE",268,107,7,NA,NA,3
"3880",2010,"AX15",1,"TSME",0,0,0,NA,NA,0
"3881",2010,"AX15",2,"ABAM",0,0,0,NA,NA,0
"3882",2010,"AX15",2,"ABGR",0,0,0,NA,NA,0
"3883",2010,"AX15",2,"ABLA",0,0,0,NA,NA,0
"3884",2010,"AX15",2,"ABPR",0,0,0,NA,NA,0
"3885",2010,"AX15",2,"ACGL",0,0,0,NA,NA,0
"3886",2010,"AX15",2,"ALRU",0,0,0,NA,NA,0
"3887",2010,"AX15",2,"CANO",0,0,0,NA,NA,0
"3888",2010,"AX15",2,"PICO",0,0,0,NA,NA,0
"3889",2010,"AX15",2,"PIEN",0,0,0,NA,NA,0
"3890",2010,"AX15",2,"PIMO",0,0,0,NA,NA,0
"3891",2010,"AX15",2,"PISI",0,0,0,NA,NA,0
"3892",2010,"AX15",2,"PSME",0,0,0,NA,NA,0
"3893",2010,"AX15",2,"TABR",0,0,0,NA,NA,0
"3894",2010,"AX15",2,"THPL",11,0,0,NA,NA,0
"3895",2010,"AX15",2,"TSHE",188,92,4,NA,NA,3
"3896",2010,"AX15",2,"TSME",0,0,0,NA,NA,0
"3897",2010,"AX15",3,"ABAM",0,0,0,NA,NA,0
"3898",2010,"AX15",3,"ABGR",0,0,0,NA,NA,0
"3899",2010,"AX15",3,"ABLA",0,0,0,NA,NA,0
"3900",2010,"AX15",3,"ABPR",0,0,0,NA,NA,0
"3901",2010,"AX15",3,"ACGL",0,0,0,NA,NA,0
"3902",2010,"AX15",3,"ALRU",0,0,0,NA,NA,0
"3903",2010,"AX15",3,"CANO",0,0,0,NA,NA,0
"3904",2010,"AX15",3,"PICO",0,0,0,NA,NA,0
"3905",2010,"AX15",3,"PIEN",0,0,0,NA,NA,0
"3906",2010,"AX15",3,"PIMO",0,0,0,NA,NA,0
"3907",2010,"AX15",3,"PISI",0,0,0,NA,NA,0
"3908",2010,"AX15",3,"PSME",0,0,0,NA,NA,0
"3909",2010,"AX15",3,"TABR",0,0,0,NA,NA,0
"3910",2010,"AX15",3,"THPL",8,0,0,NA,NA,0
"3911",2010,"AX15",3,"TSHE",125,257,2,NA,NA,4
"3912",2010,"AX15",3,"TSME",0,0,0,NA,NA,0
"3913",2010,"AX15",4,"ABAM",0,0,0,NA,NA,0
"3914",2010,"AX15",4,"ABGR",0,0,0,NA,NA,0
"3915",2010,"AX15",4,"ABLA",0,0,0,NA,NA,0
"3916",2010,"AX15",4,"ABPR",0,0,0,NA,NA,0
"3917",2010,"AX15",4,"ACGL",0,0,0,NA,NA,0
"3918",2010,"AX15",4,"ALRU",0,0,0,NA,NA,0
"3919",2010,"AX15",4,"CANO",0,0,0,NA,NA,0
"3920",2010,"AX15",4,"PICO",0,0,0,NA,NA,0
"3921",2010,"AX15",4,"PIEN",0,0,0,NA,NA,0
"3922",2010,"AX15",4,"PIMO",0,0,0,NA,NA,0
"3923",2010,"AX15",4,"PISI",0,0,0,NA,NA,0
"3924",2010,"AX15",4,"PSME",0,0,0,NA,NA,0
"3925",2010,"AX15",4,"TABR",0,0,0,NA,NA,0
"3926",2010,"AX15",4,"THPL",3,0,0,NA,NA,0
"3927",2010,"AX15",4,"TSHE",158,52,6,NA,NA,1
"3928",2010,"AX15",4,"TSME",0,0,0,NA,NA,0
"3929",2010,"AX15",5,"ABAM",0,0,0,NA,NA,0
"3930",2010,"AX15",5,"ABGR",0,0,0,NA,NA,0
"3931",2010,"AX15",5,"ABLA",0,0,0,NA,NA,0
"3932",2010,"AX15",5,"ABPR",0,0,0,NA,NA,0
"3933",2010,"AX15",5,"ACGL",0,0,0,NA,NA,0
"3934",2010,"AX15",5,"ALRU",0,0,0,NA,NA,0
"3935",2010,"AX15",5,"CANO",0,0,0,NA,NA,0
"3936",2010,"AX15",5,"PICO",0,0,0,NA,NA,0
"3937",2010,"AX15",5,"PIEN",0,0,0,NA,NA,0
"3938",2010,"AX15",5,"PIMO",0,0,0,NA,NA,0
"3939",2010,"AX15",5,"PISI",0,0,0,NA,NA,0
"3940",2010,"AX15",5,"PSME",0,0,0,NA,NA,0
"3941",2010,"AX15",5,"TABR",0,0,0,NA,NA,0
"3942",2010,"AX15",5,"THPL",8,0,0,NA,NA,0
"3943",2010,"AX15",5,"TSHE",196,91,21,NA,NA,28
"3944",2010,"AX15",5,"TSME",0,0,0,NA,NA,0
"3945",2010,"AX15",6,"ABAM",0,0,0,NA,NA,0
"3946",2010,"AX15",6,"ABGR",0,0,0,NA,NA,0
"3947",2010,"AX15",6,"ABLA",0,0,0,NA,NA,0
"3948",2010,"AX15",6,"ABPR",0,0,0,NA,NA,0
"3949",2010,"AX15",6,"ACGL",0,0,0,NA,NA,0
"3950",2010,"AX15",6,"ALRU",0,0,0,NA,NA,0
"3951",2010,"AX15",6,"CANO",0,0,0,NA,NA,0
"3952",2010,"AX15",6,"PICO",0,0,0,NA,NA,0
"3953",2010,"AX15",6,"PIEN",0,0,0,NA,NA,0
"3954",2010,"AX15",6,"PIMO",0,0,0,NA,NA,0
"3955",2010,"AX15",6,"PISI",0,0,0,NA,NA,0
"3956",2010,"AX15",6,"PSME",1,0,0,NA,NA,0
